name,region,stemmedName,extractedName,latitude,longitude,addedByKaira
Saransk,karelia,saransk,Saransk,,,
Säräs-niemi,,säräs-niem,Säräs-niemi,,,
Sarasniemi,other,sarasniem,Sarasniemi,,,
Sarasniemikk,other,sarasniemik,Sarasniemikk,,,
Säräsniemikk,other,säräsniemik,Säräsniemikk,,,
Säresniemi,,säresniem,Säresniemi,,,
Sarvikumpu,other,sarvikumpu,Sarvikumpu,62.46666,29.00547,
Sarilo,karelia,sarilo,Sarilo,,,
Sarka,karelia,sark,Sarka,60.18614,34.80217,
Sarkala,other,sarkal,Sarkala,,,
Sarkamäki,other,sarkamäk,Sarkamäki,62.33264,28.03848,
Särkijärvi,karelia,särkijärv,Särkijärvi,60.51912,36.01009,
Särkilahti,other,särkilaht,Särkilahti,61.55936,29.09413,
Särkisilta,other,särkis,Särkisilta,61.24547,24.42415,
Särkisalmi,karelia,särkisalm,Särkisalmi,,,
Sarkisalo,karelia,sarkisalo,Sarkisalo,,,
Särkisalokk,other,särkisalok,Särkisalokk,,,
Särkisyrjä,karelia,särkisyrj,Särkisyrjä,61.9,30.73333,
Särkivaara,other,särkivaar,Särkivaara,63.45,29.05,
Särköjärvi,other,särköjärv,Särköjärvi,,,
Sarkola,karelia,sarkol,Sarkola,,,
Sarmasto,other,sarmasto,Sarmasto,,,
Särniö,,särniö,Särniö,,,
Sarvasto,other,sarvasto,Sarvasto,,,
Sarvela,other,sarvel,Sarvela,62.16993,22.58943,
Sarvenmäki,karelia,sarvenmäk,Sarvenmäki,,,
Sarvijoki,other,sarvijok,Sarvijoki,62.8249,21.80754,
Saviniemi,other,saviniem,Saviniemi,61.54643,26.68104,
Sarvinki,other,sarvink,Sarvinki,62.6982,30.26818,
Sarvisaari,other,sarvisaar,Sarvisaari,,,
Sasi,other,sasi,Sasi,61.58806,23.35782,
Satakunta,karelia,satakun,Satakunta,,,
Satakuntakk,other,satakuntak,Satakuntakk,,,
Satalinna,other,satalin,Satalinna,61.33333,22.1,
Satalmna,other,satalm,Satalmna,,,
Satava,other,satav,Satava,60.38333,22.2,
Säteri,other,säter,Säteri,,,
Satinen,karelia,satin,Satinen,,,
Sätjärvi,other,sätjärv,Sätjärvi,,,
Sato,other,sato,Sato,,,
Satoinen,other,satoin,Satoinen,,,
Satokylä,karelia,satokyl,Satokylä,,,
Satopää,other,satop,Satopää,,,
Sätös,other,sätös,Sätös,,,
Sattula,other,sattul,Sattula,65.15,27.83333,
Saukkola,karelia,saukkol,Saukkola,,,
Saukonoja,other,saukono,Saukonoja,,,
Saukonsaari,other,saukonsaar,Saukonsaari,61.67146,28.97305,
Saunakallio,other,saunakalio,Saunakallio,60.48598,25.06175,
Saunalahti,karelia,saunalaht,Saunalahti,,,
Sauro,,sauro,Sauro,,,
Sauvo,other,sauvo,Sauvo,60.34306,22.69642,
Sauvo-,other,sauvo-,Sauvo-,,,
Sauvokk,other,sauvok,Sauvokk,,,
Sauvonkylä,other,sauvonkyl,Sauvonkylä,,,
Säviä,other,säv,Säviä,63.19995,26.66282,
Säväisniemi,other,säväisniem,Säväisniemi,,,
Saveristo,karelia,saveristo,Saveristo,,,
Savero,other,savero,Savero,60.82821,26.96662,
Savgnlinna,other,savgnlin,Savgnlinna,,,
Savi,karelia,savi,Savi,,,
Savijärvi,other,savijärv,Savijärvi,63.64737,29.84886,
Savijoki,other,savijok,Savijoki,60.96667,23.7,
Savilahti,other,savilaht,Savilahti,63.13333,29.7,
Savilinja,karelia,savilinj,Savilinja,,,
Savio,other,savio,Savio,62.28427,26.02371,
Savioas,other,savioas,Savioas,,,
Savitaipale,karelia,savitaipal,Savitaipale,,,
Savitaipalekk,other,savitaipalek,Savitaipalekk,,,
Savivuori,other,savivuor,Savivuori,,,
Savoja,karelia,savo,Savoja,,,
Savola,other,savol,Savola,,,
Savolankylä,other,savolankyl,Savolankylä,,,
Savolanvaara,other,savolanvaar,Savolanvaara,63.50152,29.68226,
Savonjärvi,other,savonjärv,Savonjärvi,63.35526,27.43869,
Savonkoski,other,savonkosk,Savonkoski,,,
Savonlinna,karelia,savonlin,Savonlinna,,,
Savonlinnanmlk,other,savonlinnanmlk,Savonlinnanmlk,,,
Savonlinnar,other,savonlinnar,Savonlinnar,,,
Savonlinrias,,savonlinrias,Savonlinrias,,,
Savonran-ta,,savonran-,Savonran-ta,,,
Savonrannall,,savonrannal,Savonrannall,,,
Savonrannasa,,savonrannas,Savonrannasa,,,
Savonrantakk,other,savonrantak,Savonrantakk,,,
Savoranta,other,savoran,Savorannassa,,,
Savujärvi,karelia,savujärv,Savujärvi,,,
Savukoski,other,savukosk,Savukoski,67.66667,28.5,
Savukoskikk,other,savukoskik,Savukoskikk,,,
Savuniemi,other,savuniem,Savuniemi,,,
Savuo,other,savuo,Savuo,,,
Säyde,other,säyde,Säyde,,,
Säyhde,other,säyhd,Säyhde,,,
Säyhe,other,säyhe,Säyhe,,,
Säyninen,other,säynin,Säyninen,,,
Säynäjärvi,other,säynäjärv,Säynäjärvi,61.36927,24.533,
Säynätsalo,other,säynätsalo,Säynätsalo,62.14025,25.76948,
Säynee,other,säyne,Säynee,,,
Säyneinen,other,säynein,Säyneinen,63.13333,28.48333,
Säyneinen Nykyisestä avioliitosta,,säyneinen nykyisestä avioliito,Säyneinen Nykyisestä avioliitosta,,,
Säyneinenkk,other,säyneinenk,Säyneinenkk,,,
Säyniäinen,other,säyniäin,Säyniäinen,,,
Seesjärvi,,seesjärv,Seesjärvi,,,
Seikka,other,seik,Seikka,,,
Seinäjoenmlk,other,seinäjoenmlk,Seinäjoenmlk,,,
Seinäjoki,karelia,seinäjok,Seinäjoki,,,
Seinäjokias,other,seinäjokias,Seinäjokias,,,
Seinäjokikk,other,seinäjokik,Seinäjokikk,,,
Seinäjokimlk,other,seinäjokimlk,Seinäjokimlk,,,
Seisjärvi,other,seisjärv,Seisjärvi,,,
Seiskan,karelia,seisk,Seiska,,,
Seiskari,karelia,seiskar,Seiskari,,,
Seitamäki,other,seitamäk,Seitamäki,,,
Seitniemi,other,seitniem,Seitniemi,,,
Seitsola,karelia,seitsol,Seitsola,60.916,28.90812,
Seitsye,other,seitsye,Seitsye,,,
Seivästö,karelia,seivästö,Seivästöllä,,,
Seivästönkylä,karelia,seivästönkyl,Seivästönkylä,,,
Sekaisissa,,sekais,Sekaisissa,,,
sekäkäynyt,other,sekäkäyny,sekäkäynyt,,,
Selänoja,other,seläno,Selänoja,60.72635,24.89436,
Selänpää,karelia,selänp,Selänpää,,,
Seljänkangas,other,seljänkangas,Seljänkangas,62.90899,22.33561,
Selki,other,selk,Selki,60.43466,24.52738,
Selkämäki,other,selkämäk,Selkämäki,63.05069,22.13468,
Selkänen,other,selkän,Selkänen,,,
Semsjärvi,karelia,semsjärv,Semsjärvi,,,
Senni,other,sen,Senni,,,
Senpintaalaon,other,senpintaalao,Senpintaalaon,,,
Seppä,other,sep,Seppä,65.41667,27.85,
Seppo,other,sepo,Seppo,,,
Seponkanssa,other,seponkan,Seponkanssa,,,
Seppälä,karelia,seppäl,Seppälä,61.02309,28.85593,
Seppälänkangas,other,seppälänkangas,Seppälänkangas,62.2785,25.78268,
Seppälänkylä,other,seppälänkyl,Seppälänkylä,63.43333,23.88333,
Seppila,other,seppil,Seppila,,,
Seppola,other,seppol,Seppola,61.86542,25.19196,
Serkelä,karelia,serkel,Serkelä,,,
Seutula,other,seutul,Seutula,60.34349,24.87109,
Sevoniinna,other,sevoniin,Sevoniinna,,,
Shermigof,,shermigof,Shermigof,,,
Sibelius,other,sibelius,Sibelius,,,
Siby,other,siby,Siby,,,
Sibyy,other,sibyy,Sibyy,,,
Sideby,,sideby,Sideby,,,
Sieniä,other,sien,Sieniä,,,
Sieni,other,sieni,Sieni,,,
Sienimäki,other,sienimäk,Sienimäki,61.20378,28.79729,
Sieppala,other,sieppal,Sieppala,,,
Sieppijärvi,other,sieppijärv,Sieppijärvi,67.15,23.98333,
Sierilä,other,sieril,Sierilä,,,
Siestarinjoki,,siestarinjok,Siestarinjoki,,,
Siestarjoki,karelia,siestarjok,Siestarjoki,60.09801,29.96378,
Sievi,karelia,sievi,Sievi,,,
Sievias,other,sievias,Sievias,,,
Sievikk,other,sievik,Sievikk,,,
Sihtala,other,sihtal,Sihtala,,,
Sihvanlahtf,other,sihvanlahtf,Sihvanlahtf,,,
Siiakoski,other,siiakosk,Siiakoski,,,
Siiby,,siiby,Siiby,,,
Siideby,other,siideby,Siideby,,,
Siik,other,siik,Siik,,,
Siikainen,karelia,siikain,Siikainen,,,
Siikainen-,other,siikainen-,Siikainen-,,,
Siikainenkk,other,siikainenk,Siikainenkk,,,
Siikajärvi,other,siikajärv,Siikajärvi,63.27513,28.3449,
Siikajoki,other,siikajok,Siikajoki,64.67653,24.97526,
Siikajokikk,other,siikajokik,Siikajokikk,,,
Siikakoski,other,siikakosk,Siikakoski,62.56667,26.4,
Siikala,other,siikal,Siikala,60.57404,24.21684,
Siikamäki,other,siikamäk,Siikamäki,62.31257,27.36684,
Siikasalmi,other,siikasalm,Siikasalmi,62.51667,29.36667,
Siikasuo,other,siikasuo,Siikasuo,63.21455,30.0192,
Siilijarvi,other,siilijarv,Siilijarvi,,,
Siilijärvi,other,siilijärv,Siilijärvellä,,,
Siilijärvikk,other,siilijärvik,Siilijärvikk,,,
Siilin järvi,,siilin järv,Siilin järvi,,,
Siilinjär vi,,siilinjär v,Siilinjär vi,,,
Siintola,karelia,siintol,Siintola,,,
Siiönenjoki,other,siiönenjok,Siiönenjoki,,,
Siipakka,karelia,siipak,Siipakka,,,
Siippola,other,siippol,Siippola,,,
Siipyy,other,siipyy,Siipyy,62.05,21.41667,
Siirlahti,karelia,siirlaht,Siirlahti,,,
Siitama,other,siitam,Siitama,61.61309,24.21215,
Siitola,other,siitol,Siitola,61.19155,28.7893,
Sikilä,other,sikil,Sikilä,60.51276,25.79117,
Sikoniemi,other,sikoniem,Sikoniemi,,,
Sikopohja,karelia,sikopohj,Sikopohja,61.65,30.01667,
Sillankorva,karelia,sillankorv,Sillankorva,,,
Sillanpää,other,sillanp,Sillanpää,63.42221,23.93117,
Siltakylä,other,siltakyl,Siltakylä,60.5,26.71667,
Siltanen,other,siltan,Siltanen,,,
Silvola,other,silvol,Silvola,60.62996,22.27172,
SimLeo,,simleo,SimLeo,,,
Simo,karelia,simo,Simo,,,
Simoas,other,simoas,Simoas,,,
Simojoki,other,simojok,Simojoki,,,
Simokk,other,simok,Simokk,,,
Simola,karelia,simol,Simola,60.91667,30.08333,
Simolaas,other,simolaas,Simolaas,,,
Simoniemi,other,simoniem,Simoniemi,65.65467,24.90858,
Simoniemikk,other,simoniemik,Simoniemikk,,,
Simonkylä,other,simonkyl,Simonkylä,60.30995,25.03012,
Simpele,karelia,simpel,Simpele,,,
Simpelekk,karelia,simpelek,Simpelekk,,,
Simpere,karelia,simper,Simpere,,,
Singissä,,sing,Singissä,,,
Sinilähteentie,other,sinilähteentie,Sinilähteentie,,,
Sinivirta,other,sinivir,Sinivirta,,,
Sinkankylä,karelia,sinkankyl,Sinkankylä,,,
Sinkkola,karelia,sinkkol,Sinkkola,,,
Skinnarvik,other,skinnarvik,Skinnarvik,60.13333,22.46667,
Sintsi,other,sint,Sintsi,62.356,29.91221,
Sintola,karelia,sintol,Sintola,60.81667,29.4,
Sintsonrinne,karelia,sintsonr,Sintsonrinne,,,
Sip,,sip,Sip,,,
Siparila,karelia,siparil,Siparila,60.56158,29.93311,
Siperia,karelia,siper,Siperia,,,
Sipilä,other,sipil,Sipilä,64.46667,28.36667,
Sipoo,other,sipo,Sippoja,,,
Sipookk,other,sipook,Sipookk,,,
Sipoos,,sipoos,Sipoos,,,
Sippola,karelia,sippol,Sippola,65.17582,31.40579,
Sippola Rouvan ensimmäisestä avioliitosta,,sippola rouvan ensimmäisestä avioliito,Sippola Rouvan ensimmäisestä avioliitosta,,,
Sippolaas,other,sippolaas,Sippolaas,,,
Sippolakk,other,sippolak,Sippolakk,,,
Siprola,karelia,siprol,Siprola,,,
Sipyy,other,sipyy,Sipyy,,,
Sirkiä,karelia,sirk,Sirkiä,,,
Sirkankanssa,other,sirkankan,Sirkankanssa,,,
Sirkkamäki,other,sirkkamäk,Sirkkamäki,62.55114,26.40216,
Sirkkula,other,sirkkul,Sirkkula,,,
Sissala,other,sissal,Sissala,63.0119,23.66098,
Sistamo,karelia,sistamo,Sistamo,,,
Sitäennenhänoli,other,sitäennenhänol,Sitäennenhänoli,,,
Sitarla,other,sitarl,Sitarla,60.36684,24.07501,
Sitikkala,other,sitikkal,Sitikkala,60.93564,26.2304,
Sittala,other,sittal,Sittala,60.23224,22.22782,
Siuntio,other,siuntio,Siuntio,60.13862,24.22715,
Siura,other,siura,Siura,,,
Siuraas,other,siuraas,Siuraas,,,
Siuro,other,siuro,Siurossa,,,
Siuroas,other,siuroas,Siuroas,,,
Siuru,other,siuru,Siuru,,,
Siutila,other,siutil,Siutila,,,
Siutio,other,siutio,Siutio,,,
Siverskaja,,siverskaj,Siverskaja,,,
Siviilivankina,other,siviilivank,Siviilivankina,,,
Sjevi,other,sjevi,Sjevi,,,
Sjukstuga,other,sjukstug,Sjukstuga,,,
Skaftung,other,skaftung,Skaftung,62.12115,21.35384,
Skogby,other,skogby,Skogby,59.93333,23.23333,
skola,karelia,skola,skola,,,
Skotlanti,other,skotlant,Skotlanti,,,
Skuontsassa,,skuonts,Skuontsassa,,,
Skuoritsa,karelia,skuorits,Skuoritsa,,,
Skytätasuvat,other,skytätasuv,Skytätasuvat,,,
Smedjebacken,other,smedjeback,Smedjebacken,63.10717,22.29511,
Snappertuna,other,snappertu,Snappertuna,59.99942,23.64586,
So,,so,So,,,
Söäminki,other,söämink,Söäminki,,,
Soan lahti,,soan laht,Soan lahti,,,
Soaniahti,karelia,soaniaht,Soaniahti,,,
Soaniahtikk,karelia,soaniahtik,Soaniahtikk,,,
SoanJahdella,,soanjahd,SoanJahdella,,,
Söanlahdella,,söanlahd,Söanlahdella,,,
Soanlahdeila,,soanlahdeil,Soanlahdeila,,,
Soanlahdelja,,soanlahdelj,Soanlahdelja,,,
SoanlahdellaPuol,,soanlahdellapuol,SoanlahdellaPuol,,,
Soanlahdolla,,soanlahdo,Soanlahdolla,,,
Sovanlahti,other,sovanlaht,Sovanlahti,,,
Soanlahti k,,soanlahti k,Soanlahti k,,,
Soanlaliti,karelia,soanlalit,Soanlaliti,,,
Soarilahti,karelia,soarilaht,Soarilahti,,,
sodassa,karelia,soda,sodassa,,,
Sodanaikana,other,sodanaik,Sodanaikana,,,
Sodankylä,other,sodankyl,Sodankylä,,,
Sodankyläkk,other,sodankyläk,Sodankyläkk,,,
sodasssa,other,sodas,sodasssa,,,
Söderby,other,söderby,Söderby,60.21529,25.84704,
Söderskär,other,söderskär,Söderskär,,,
Södertälje,other,södertälj,Södertälje,,,
Sofiassa,other,sofia,Sofiassa,,,
Sohkajärvi,other,sohkajärv,Sohkajärvi,,,
Soikkola,karelia,soikkol,Soikkola,,,
Soimissa,,soim,Soimissa,,,
Soini,other,soini,Soini,,,
Soini-,other,soini-,Soini-,,,
Soiniemi,other,soiniem,Soiniemi,61.74344,28.01521,
Soiniitty,other,soiniity,Soiniitty,,,
Soinikk,other,soinik,Soinikk,,,
Soinlahti,other,soinlaht,Soinlahti,63.62857,27.22072,
Soisalo,other,soisalo,Soisalo,,,
Soisalonsaari,other,soisalonsaar,Soisalonsaari,,,
Soiskari,karelia,soiskar,Soiskari,,,
Soita,,soita,Soita,,,
Soitavala,karelia,soitaval,Soitavala,,,
Soittola,karelia,soittol,Soittola,,,
Soivalla,other,soiva,Soivalla,,,
Sojaniemi,other,sojaniem,Sojaniemi,,,
Sokiala,karelia,sokial,Sokiala,,,
Sokkala,karelia,sokkal,Sokkala,60.901,29.26909,
SokkijarNyman,,sokkijarnym,SokkijarNyman,,,
Sokkola,karelia,sokkol,Sokkolassa,,,
Sokoja,other,soko,Sokoja,63.76071,23.20516,
Sokkoia,karelia,sokoia,Sokkoia,,,
Sokoija,other,sokoij,Sokoija,,,
Sokura,other,sokur,Sokura,60.89769,27.8051,
Sola,other,sola,Sola,62.78426,29.34586,
Solainen,other,solain,Solainen,,,
Solf,other,solf,Solf,63,21.58333,
Solmi,karelia,solm,Solmi,,,
Sommee,karelia,som,Sommee,60.63768,28.73491,
Somemiemi,other,somemiem,Somemiemi,,,
Someri,other,somer,Somerilla,,,
Somerharju,other,somerharju,Somerharju,60.91399,27.42632,
Somerkoski,other,somerkosk,Somerkoski,,,
Somernieni,other,somernie,Somernieni,,,
Somerniemelfä,,somerniemelf,Somerniemelfä,,,
Somerniemi-,other,somerniemi-,Somerniemi-,,,
Somerniemikk,other,somerniemik,Somerniemikk,,,
Someroja,karelia,somero,Someroja,,,
Somo,other,somo,Somo,,,
Somorharju,other,somorharju,Somorharju,,,
Sompasaari,other,sompasaar,Sompasaari,,,
Soni,,soni,Soni,46.05,141.91667,
Sonka,other,sonk,Sonka,,,
Sonkajärvi,other,sonkajärv,Sonkajärvi,63.66667,27.51667,
Sonkajärvikk,other,sonkajärvik,Sonkajärvikk,,,
Sonkajoki,other,sonkajok,Sonkajoki,,,
Sonkakoski,other,sonkakosk,Sonkakoski,63.73909,27.50313,
Sonnila,other,sonnil,Sonnila,62.5,31.16667,
Sontjärvellä,,sontjärv,Sontjärvellä,,,
Söörmarkku,other,söörmarku,Söörmarkku,61.57781,21.81644,
Soppee,other,sop,Soppee,,,
Sortavalan mlk,,sortavalan mlk,Sortavalan mlk,,,
Soriavalanmlk,karelia,soriavalanmlk,Soriavalanmlk,,,
Sorila,other,soril,Sorila,61.55754,23.93372,
Sorjo,karelia,sorj,Sorjo,61.45916,29.69677,
Sorkkala,other,sorkkal,Sorkkala,61.42692,23.62437,
Sormijärvenkylä,other,sormijärvenkyl,Sormijärvenkylä,,,
Sornme,karelia,sornm,Sornme,,,
Sorokka,karelia,sorok,Sorokka,64.52322,34.7668,
Sorola,karelia,sorol,Sorola,61.4801,30.22888,
Sorsakos,,sorsakos,Sorsakos,,,
Sorsasalo,other,sorsasalo,Sorsasalo,62.9585,27.68349,
Sorta vala,,sorta val,Sorta vala,,,
Sortanlahti,karelia,sortanlaht,Sortanlahti,60.83603,30.47356,
Sortavata,karelia,sortav,Sortava,,,
Sortavafanmlk,karelia,sortavafanmlk,Sortavafanmlk,,,
Sortavala-,karelia,sortavala-,Sortavala-,,,
Sortavalaas,karelia,sortavalaas,Sortavalaas,,,
Sortavalaja,karelia,sortavalaj,Sortavalaja,,,
Sortavalamlk,karelia,sortavalamlk,Sortavalamlk,,,
Sotavalan mlk,,sotavalan mlk,Sotavalan mlk,,,
Sortavälan mlk,,sortavälan mlk,Sortavälan mlk,,,
Sortavalan mlk Perheen neljä muuta lasta ovat kuolleet,,sortavalan mlk perheen neljä muuta lasta ovat kuol,Sortavalan mlk Perheen neljä muuta lasta ovat kuolleet,,,
Sortavalanm,,sortavalanm,Sortavalanm,,,
Sortavalanmik,karelia,sortavalanmik,Sortavalanmik,,,
Sotavalanmlk,karelia,sotavalanmlk,Sotavalanmlk,,,
Sortavalanmllcssa,,sortavalanmllc,Sortavalanmllcssa,,,
Sortavalanpit,karelia,sortavalanp,Sortavalanpit,,,
Sortavalanrnlk,karelia,sortavalanrnlk,Sortavalanrnlk,,,
SortavalassaAsuinp,,sortavalassaasuinp,SortavalassaAsuinp,,,
Sortavalassavv,other,sortavalassav,Sortavalassavv,,,
Sortavan mlk,,sortavan mlk,Sortavan mlk,,,
Sortavatanmlk,karelia,sortavatanmlk,Sortavatanmlk,,,
Sortevalan mlk,,sortevalan mlk,Sortevalan mlk,,,
Sortövalanmlk,karelia,sortövalanmlk,Sortövalanmlk,,,
Sorvasta,other,sorv,Sorvasta,,,
Sorvakko,other,sorvako,Sorvakko,60.79412,21.40771,
Sorvali,karelia,sorval,Sorvali,60.73198,28.69371,
Sorvaritovatv,other,sorvaritovatv,Sorvaritovatv,,,
Sörväsniemi,other,sörväsniem,Sörväsniemi,,,
Sorvasto,other,sorvasto,Sorvasto,60.68097,23.14982,
Sorvola,other,sorvol,Sorvola,,,
Soskua,karelia,sosku,Soskua,,,
Sosnlahti,karelia,sosnlaht,Sosnlahti,,,
Sot kamo,,sot kamo,Sot kamo,,,
sotaan,other,sota,sotaan,,,
Sotainvalidien,other,sotainvalid,Sotainvalidien,,,
Sotakamo,other,sotakamo,Sotakamo,,,
sotalapsena,other,sotalaps,sotalapsena,,,
sotapalv,other,sotapalv,sotapalv,,,
sotapalvelus,other,sotapalvelus,sotapalvelus,,,
sotasairaalassa,karelia,sotasairaal,sotasairaalassa,,,
sotatoimissa,karelia,sotatoim,sotatoimissa,,,
Sotava,other,sotav,Sotava,,,
sotaväessä,karelia,sotaväe,sotaväessä,,,
Sotaväki,other,sotaväk,Sotaväki,,,
Sotavala,karelia,sotaval,Sotavala,,,
Sotavankina,other,sotavank,Sotavankina,,,
Sotilasmestari,other,sotilasmestar,Sotilasmestari,,,
Sotkia,other,sotk,Sotkia,61.1434,23.79913,
Sotkamokk,other,sotkamok,Sotkamokk,,,
Sotkanniemi,other,sotkanniem,Sotkanniemi,62.7055,27.65557,
Sotkulammi,other,sotkul,Sotkulammi,,,
Sotkuma,other,sotkum,Sotkuma,62.7379,29.4389,
Soujarvi,karelia,soujarv,Soujarvi,,,
Soujärvi,karelia,soujärv,Soujärvi,,,
Soukanranta,karelia,soukanran,Soukanranta,61.64767,30.8987,
Souvosae,,souvosae,Souvosae,,,
Sovanlinna,other,sovanlin,Sovanlinna,,,
Spankkova,karelia,spankkov,Spankkova,,,
Spojärvellä,,spojärv,Spojärvellä,,,
Sprtavalanmlk,karelia,sprtavalanmlk,Sprtavalanmlk,,,
Stenkvista,other,stenkv,Stenkvista,,,
Stensvik,other,stensvik,Stensvik,60.15372,24.63264,
Stolankylä,other,stolankyl,Stolankylä,,,
Stormi,other,storm,Stormi,61.33503,23.04534,
Strelna,karelia,strel,Strelna,,,
Strömma,other,ström,Strömma,,,
Su,,su,Su,,,
Sudenoja,karelia,sudeno,Sudenoja,60.57036,29.4449,
Suhmura,other,suhmur,Suhmura,62.47754,29.88463,
Sui,,sui,Sui,,,
Suihula,other,suihul,Suihula,,,
Suikka,karelia,suik,Suikka,,,
Suikava,other,suikav,Suikava,,,
Suikkila,karelia,suikkil,Suikkila,60.61667,28.58333,
Suina,other,suina,Suina,,,
Suinola,other,suinol,Suinola,,,
Suintio,other,suintio,Suintio,,,
Suinula,other,suinul,Suinula,61.90869,24.78766,
Suiro,other,suiro,Suiro,,,
Suis,,suis,Suis,,,
Suisamo,karelia,suisamo,Suisamo,,,
Suist,,suist,Suist,,,
Suista mo,,suista mo,Suista mo,,,
Suistaino,,suistaino,Suistaino,,,
Suitamo,karelia,suitamo,Suitamo,,,
Suistamö,karelia,suistamö,Suistamö,,,
Suistämossa,,suistämo,Suistämossa,,,
Suistamoas,karelia,suistamoas,Suistamoas,,,
SuistamollaPuol,,suistamollapuol,SuistamollaPuol,,,
Suistamolls,,suistamolls,Suistamolls,,,
SuistamossaPuol,,suistamossapuol,SuistamossaPuol,,,
Suistane,,suistan,Suistane,,,
Suistarno,karelia,suistarno,Suistarno,,,
Suistarpo,karelia,suistarpo,Suistarpo,,,
Suistemo,karelia,suistemo,Suistemo,,,
Suistnmo,karelia,suistnmo,Suistnmossa,,,
Suisto,,suisto,Suisto,,,
Suistomo,karelia,suistomo,Suistomo,,,
Suiva,other,suiva,Suiva,,,
Suivakk,other,suivak,Suivakk,,,
Sukava,other,sukav,Sukava,,,
Sukeroinen,other,sukeroin,Sukeroinen,,,
Sukeva,other,sukev,Sukeva,63.87317,27.43158,
Sukevaas,other,sukevaas,Sukevaas,,,
Sukevakk,other,sukevak,Sukevakk,,,
Sukkola,other,sukkol,Sukkola,,,
Suksela,other,suksel,Suksela,60.50062,22.67891,
Sukula,other,sukul,Sukula,60.76708,23.59068,
Sulkama,other,sulkam,Sulkama,62.59259,29.1546,
Sulkava,karelia,sulkav,Sulkava,,,
Sulkavajla,,sulkavajl,Sulkavajla,,,
Sulkavakk,other,sulkavak,Sulkavakk,,,
Sulkavanjärvi,other,sulkavanjärv,Sulkavanjärvi,63.33752,26.2084,
Sulkavankylä,other,sulkavankyl,Sulkavankylä,62.45,23.55,
Sulkevakk,other,sulkevak,Sulkevakk,,,
Sulo,other,sulo,Sulo,,,
Sulstamo,karelia,sulstamo,Sulstamo,,,
Sulva,other,sulv,Sulvalla,,,
Summa,karelia,sum,Summa,60.5,29.01667,
Sumeri,karelia,sumer,Sumeri,,,
Sumiainen,other,sumiain,Sumiainen,62.66667,26,
Sumiainenja,other,sumiainenj,Sumiainenja,,,
Sumiainenkk,other,sumiainenk,Sumiainenkk,,,
Sumioinen,other,sumioin,Sumioinen,,,
Sumpula,karelia,sumpul,Sumpula,,,
Sunlla,other,sun,Sunlla,,,
Sunatasuvatv,other,sunatasuvatv,Sunatasuvatv,,,
Sundby,other,sundby,Sundby,63.59091,22.63465,
Sundeo,,sundeo,Sundeo,,,
Suniainen,other,suniain,Suniainen,,,
Suniainenkk,other,suniainenk,Suniainenkk,,,
Suniia,other,suniia,Suniia,,,
Sunikka,other,sunik,Sunikka,,,
Sunila,karelia,sunil,Sunila,,,
Sunola,other,sunol,Sunola,,,
Suo,,suo,Suo,,,
Suoanlahti,karelia,suoanlaht,Suoanlahti,,,
Suodennie,,suodenie,Suodennie,,,
Suodenniemi,other,suodenniem,Suodenniemi,61.5581,22.78526,
Suodenniemikk,other,suodenniemik,Suodenniemikk,,,
Suodennimei,other,suodennimei,Suodennimei,,,
Suoiahti,other,suoiaht,Suoiahti,,,
Suoiärvi,karelia,suoiärv,Suoiärvi,,,
Suoinijoki,other,suoinijok,Suoinijoki,,,
Suoj,,suoj,Suoj,,,
Suojäivi,karelia,suojäiv,Suojäivi,,,
Suojala,other,suojal,Suojala,60.75398,24.75743,
Suojär vi,,suojär v,Suojär vi,,,
Suojarvi,karelia,suojarv,Suojarvellä,,,
Suojärvh,karelia,suojärvh,Suojärvh,,,
Suöjärvi,karelia,suöjärv,Suöjärvi,,,
SuojärvellaAsuin,,suojärvellaasu,SuojärvellaAsuin,,,
SuojärvelläPu,,suojärvelläpu,SuojärvelläPu,,,
Suojärvi Rouvan edellisestä avioliitosta,,suojärvi rouvan edellisestä avioliito,Suojärvi Rouvan edellisestä avioliitosta,,,
Suojärvi Rouvan ensimmäisestä avioliitosta,,suojärvi rouvan ensimmäisestä avioliito,Suojärvi Rouvan ensimmäisestä avioliitosta,,,
Suojärvias,karelia,suojärvias,Suojärvias,,,
Suojärvikk,karelia,suojärvik,Suojärvikk,,,
Suojärvollh,,suojärvollh,Suojärvollh,,,
Suojäryi,karelia,suojäryi,Suojäryi,,,
Suojatuella,,suojatue,Suojatuella,,,
Suojoki,karelia,suojok,Suojoki,62.19867,32.61463,
Suojörvi,karelia,suojörv,Suojörvellä,,,
Suoju,other,suoju,Suoju,,,
Suokylä,other,suokyl,Suokylä,,,
Suolahti,karelia,suolaht,Suolahti,64.96295,30.27381,
Suolahti-,other,suolahti-,Suolahti-,,,
Suolahtikk,other,suolahtik,Suolahtikk,,,
Suolisto,other,suolisto,Suolisto,,,
Suomäki,karelia,suomäk,Suomäki,,,
Suomalaisiin,other,suomal,Suomalaisiin,,,
Suomen,other,suome,Suomen,62,24,
Suomenjoki,other,suomenjok,Suomenjoki,62.62531,27.17081,
Suomenkylä,karelia,suomenkyl,Suomenkylä,,,
Suomenlahti,other,suomenlaht,Suomenlahti,,,
Suomenlinna,other,suomenlin,Suomenlinnassa,,,
Suomenniemi,other,suomenniem,Suomenniemi,61.33333,27.33333,
