name,region,stemmedName,extractedName,latitude,longitude,addedByKaira
Koisia,karelia,kois,Koisia,,,
Koisa,other,koisa,Koisa,,,
Koisholm,other,koisholm,Koisholm,,,
Koitare,other,koitar,Koitare,,,
Koitele,,koitel,Koitele,,,
Koitto,karelia,koito,Koitto,,,
Koitonkylä,karelia,koitonkyl,Koitonkylä,,,
Koittila,other,koittil,Koittila,62.17816,26.65336,
Koiv,,koiv,Koiv,,,
Koivi,,koivi,Koivi,,,
Koivikko,other,koiviko,Koivikko,62.08333,29.95,
Koivislo,karelia,koivislo,Koivislo,,,
Koivisto,karelia,koivisto,Koivisto,60.36593,28.60737,
Koivistoas,karelia,koivistoas,Koivistoas,,,
Koivistokaup,karelia,koivistokaup,Koivistokaup,,,
Koivistoltav,other,koivistoltav,Koivistoltav,,,
Koivistomlk,karelia,koivistomlk,Koivistomlk,,,
Koiviston mlk,,koiviston mlk,Koiviston mlk,,,
Koivistonkylä,other,koivistonkyl,Koivistonkylä,61.47084,23.79141,
Koivola,other,koivol,Koivola,,,
Koivosto,karelia,koivosto,Koivosto,,,
Koivu,other,koivu,Koivu,60.18309,24.77347,
Koivukari,other,koivukar,Koivukari,,,
Koivukylä,other,koivukyl,Koivukylä,62.08742,24.90481,
Koivula,karelia,koivul,Koivula,61.08552,30.05104,
Koivulahti,karelia,koivulaht,Koivulahti,,,
Koivulahtikk,other,koivulahtik,Koivulahtikk,,,
Koivunaho,other,koivunaho,Koivunaho,,,
Koivuniemi,other,koivuniem,Koivuniemi,62.38333,22.58333,
Koivurinne,other,koivur,Koivurinne,62.39896,25.92258,
Koivuranta,other,koivuran,Koivuranta,62.45,30.01667,
Koivusilta,karelia,koivus,Koivusilta,61.7,30.41667,
Koivusaari,other,koivusaar,Koivusaari,63.06331,27.5215,
Koivuselkä,karelia,koivuselk,Koivuselkä,61.64229,31.44871,
Kojo,other,kojo,Kojo,60.93333,23.63333,
Kojola,karelia,kojol,Kojola,,,
Kojonperä,other,kojonper,Kojonperä,60.97542,23.02135,
Kokki,other,kok,Kokki,,,
Kokemaki,other,kokemak,Kokemaki,61.30929,22.37856,
Kokemäki,other,kokemäk,Kokemäki,,,
Kokemäki-,other,kokemäki-,Kokemäki-,,,
Kokemäkias,other,kokemäkias,Kokemäkias,,,
Kokemäkikk,other,kokemäkik,Kokemäkikk,,,
Kokkari,karelia,kokkar,Kokkari,62.31198,31.29009,
Kokkila,other,kokkil,Kokkila,60.18556,24.03028,
Kokkola,karelia,kokkol,Kokkola,,,
Kokkolamlk,other,kokkolamlk,Kokkolamlk,,,
Kokkolankoski,karelia,kokkolankosk,Kokkolankoski,,,
Kokkolankylä,karelia,kokkolankyl,Kokkolankylä,,,
Kokkosalmella,,kokkosalm,Kokkosalmella,,,
Kokkoselkä,karelia,kokkoselk,Kokkoselkä,,,
Koklaks,other,koklaks,Koklaks,60.19274,24.60045,
Kokko,other,koko,Kokko,65.06124,26.32135,
Kokoinen,,kokoin,Kokoinen,,,
Kokomäki,,kokomäk,Kokomäki,,,
Kokonvaara,other,kokonvaar,Kokonvaara,62.77971,29.16733,
Kollaa,other,kol,Kollaa,,,
Köln,other,köl,Köln,,,
kolahti,other,kolaht,kolahti,,,
Kolari,other,kolar,Kolari,67.33047,23.77785,
Kolarikk,other,kolarik,Kolarikk,,,
Kolatselällä,,kolatsel,Kolatselällä,,,
Kolho,other,kolho,Kolho,62.1338,24.50584,
Kolhoas,other,kolhoas,Kolhoas,,,
Kolhonkylä,other,kolhonkyl,Kolhonkylä,,,
Koli,other,koli,Koli,63.11764,29.78138,
Kolikkoinmäki,karelia,kolikkoinmäk,Kolikkoinmäki,,,
Koliseva,other,kolisev,Koliseva,60.77287,21.81546,
Koljala,karelia,koljal,Koljala,,,
Koljansilta,other,koljans,Koljansilta,,,
Koljola,karelia,koljol,Koljola,65.58309,29.94564,
Kolkki,other,kolk,Kolkki,63.08096,21.94333,
Kolkantaipale,other,kolkantaipal,Kolkantaipale,,,
Kolkko,other,kolko,Kolkko,61.73218,23.16399,
Kolkontaipale,karelia,kolkontaipal,Kolkontaipale,,,
Kollaanjoki,karelia,kollaanjok,Kollaanjoki,,,
Kollinmäki,other,kollinmäk,Kollinmäki,62.32868,27.72061,
Kollola,other,kollol,Kollola,61.301,24.32493,
Kolma,other,kolm,Kolma,62.23538,27.75433,
Kolmikesälä,karelia,kolmikesäl,Kolmikesälä,,,
Kolosjoki,other,kolosjok,Kolosjoki,,,
Kolosla,other,kolosl,Kolosla,,,
Kolppi,other,kolp,Kolppi,63.62542,22.89594,
Kolpino,other,kolpino,Kolpinossa,,,
Komenisti,karelia,kome,Komenisti,,,
komennuksella,karelia,komennuks,komennuksella,,,
Komentaja,other,komentaj,Komentaja,,,
Komi,other,komi,Komi,61.66887,23.40727,
Komiaho,other,komiaho,Komiaho,64.24384,27.75253,
Kominmlk,other,kominmlk,Kominmlk,,,
Komiö,other,komiö,Komiö,,,
Komiolahdella,,komiolahd,Komiolahdella,,,
Komisuo,other,komisuo,Komisuo,60.45842,23.58342,
Komisyrjenissä,,komisyrjen,Komisyrjenissä,,,
Kömpelö,other,kömpelö,Kömpelö,,,
Kompero,other,kompero,Kompero,62.60203,29.25275,
Kömpu,other,kömpu,Kömpu,,,
Komu,other,komu,Komu,,,
Kontakin,karelia,kon,Kontakin,,,
Könni,other,kön,Könni,62.80266,22.59707,
Konala,other,konal,Konala,60.23713,24.84489,
Konelahti,other,konelaht,Konelahti,,,
Konevitsa,karelia,konevits,Konevitsa,60.85,30.58333,
Konginkangas,other,konginkangas,Konginkangas,62.77929,25.80637,
Konginkan-gas,,konginkan-gas,Konginkan-gas,,,
Konginkangaskk,other,konginkangask,Konginkangaskk,,,
Konho,other,konho,Konho,61.22288,23.82591,
Konkajoki,other,konkajok,Konkajoki,,,
Konkkala,karelia,konkkal,Konkkala,60.76784,28.82203,
Konne vesi,,konne v,Konne vesi,,,
Konnejärvi,other,konnejärv,Konnejärvi,,,
Konnekoski,other,konnekosk,Konnekoski,,,
Konnevesija,other,konnevesij,Konnevesija,,,
Konnevesikk,other,konnevesik,Konnevesikk,,,
Konnitsa,karelia,konnits,Konnitsa,58.8873,46.5007,
Konnovesi,other,konnov,Konnovesi,,,
Konnunkylä,karelia,konnunkyl,Konnunkylä,61.61945,31.41129,
Konnunsuo,other,konnunsuo,Konnunsuolla,,,
Konnus,other,konnus,Konnus,,,
Konnuslahti,other,konnuslaht,Konnuslahti,62.53999,27.88645,
Könnö,other,könö,Könnö,62.30823,22.2464,
Kontiblahdella,,kontiblahd,Kontiblahdella,,,
Kontilahti,other,kontilaht,Kontilahti,,,
Kontio,,kontio,Kontio,65.15,25.6,
Kontioiahdella,,kontioiahd,Kontioiahdella,,,
Kontiolabdella,,kontiolabd,Kontiolabdella,,,
Kontiolahciella,,kontiolahcie,Kontiolahciella,,,
Köntiolahdella,,köntiolahd,Köntiolahdella,,,
Kontiolahdeila,,kontiolahdeil,Kontiolahdeila,,,
Kontionlahti,other,kontionlaht,Kontionlahti,,,
Köntiolahti,,köntiolaht,Köntiolahti,,,
Kontiolahtias,other,kontiolahtias,Kontiolahtias,,,
Kontiolahtikk,other,kontiolahtik,Kontiolahtikk,,,
Kontiomäki,karelia,kontiomäk,Kontiomäki,,,
Kontioniemi,other,kontioniem,Kontioniemi,62.74532,29.80342,
Kontioranta,other,kontioran,Kontioranta,62.73707,29.81492,
Kontokin,karelia,konto,Kontokin,,,
Kontokki,karelia,kontok,Kontokki,64.58368,30.58182,
Kontokinissa,,kontokin,Kontokinissa,,,
Konttila,other,konttil,Konttila,65.63554,26.68968,
Konttilanmäki,other,konttilanmäk,Konttilanmäki,,,
Kontu,karelia,kontu,Kontu,61.88333,31.1,
Kontu-pohja,,kontu-pohj,Kontu-pohja,,,
Kööpenhamina,other,kööpenham,Kööpenhamina,,,
Kootemajärvellä,,kootemajärv,Kootemajärvellä,,,
Kopperberg,other,kopperberg,Kopperberg,,,
Koppola,other,koppol,Koppola,63.23333,27.5,
Koprina,karelia,kopr,Koprina,,,
Koprala,karelia,kopral,Koprala,60.64185,29.32334,
Koria,other,kor,Koria,60.83333,26.6,
Kor-piselkä,,kor-piselk,Kor-piselkä,,,
Koreholma,,koreholm,Koreholma,,,
Koriaas,other,koriaas,Koriaas,,,
Koristo,other,koristo,Koristo,60.40028,22.35092,
Korjala,other,korjal,Korjala,60.86724,26.64849,
Korkee,other,kork,Korkee,61.45,25,
Korkaaho,other,korkaaho,Korkaaho,,,
Korkeakangas,other,korkeakangas,Korkeakangas,62.0553,30.35847,
Korkeakoski,other,korkeakosk,Korkeakoski,61.79715,24.37231,
Korkeakoskias,other,korkeakoskias,Korkeakoskias,,,
Korkeala,karelia,korkeal,Korkeala,,,
Korkulla,other,korku,Korkulla,,,
Korlee,karelia,korl,Korlee,60.48268,30.50285,
Kormu,other,kormu,Kormu,60.7428,24.64896,
Kormula,other,kormul,Kormula,,,
Kornäskk,other,kornäsk,Kornäskk,,,
Koroiskylä,other,koroiskyl,Koroiskylä,65.88497,24.63615,
Korpi,other,korp,Korpi,,,
Korpela,other,korpel,Korpela,65.63333,27.65,
Korpias,other,korpias,Korpias,,,
Korpijärvi,other,korpijärv,Korpijärvi,61.25199,29.08945,
Korpikylä,karelia,korpikyl,Korpikylä,60.41667,30.01667,
Korpilah,,korpilah,Korpilah,,,
Korplahti,other,korplaht,Korplahti,,,
Korpilahti-,other,korpilahti-,Korpilahti-,,,
Korpilahtikk,other,korpilahtik,Korpilahtikk,,,
Korpilanti,other,korpilant,Korpilanti,,,
Korpimäki,other,korpimäk,Korpimäki,63.44008,28.41378,
Korpioja,karelia,korpio,Korpioja,,,
Korpisalällä,,korpisal,Korpisalällä,,,
KorpiseIällä,,korpiseiä,KorpiseIällä,,,
Korpiseikä,karelia,korpiseik,Korpiseikä,,,
Korpisejkä,karelia,korpisejk,Korpisejkä,,,
KorpiseläMä,,korpiseläm,KorpiseläMä,,,
Korpiseläs,,korpiseläs,Korpiseläs,,,
Korpselkä,karelia,korpselk,Korpselkä,,,
Korpiselkäkk,karelia,korpiselkäk,Korpiselkäkk,,,
Körpiselkäkk,karelia,körpiselkäk,Körpiselkäkk,,,
Korpisetkä,karelia,korpisetk,Korpisetkä,,,
Korpisolkä,karelia,korpisolk,Korpisolkä,,,
Korpisolullä,,korpisolu,Korpisolullä,,,
Korppoo,other,korpo,Korppoo,60.1638,21.56151,
Korppila,other,korppil,Korppila,,,
Korppookk,other,korppook,Korppookk,,,
Korpsiselkä,,korpsiselk,Korpsiselkä,,,
Korsholm,other,korsholm,Korsholm,,,
Korsbacka,other,korsback,Korsbacka,60.23387,24.65921,
Korsnäs,other,korsnäs,Korsnäs,62.78716,21.20988,
Korsnes,other,korsnes,Korsnes,62.78333,21.2,
Korso,other,korso,Korso,60.35107,25.07805,
Korsoas,other,korsoas,Korsoas,,,
Körstilä,other,körstil,Körstilä,,,
Korttia,other,kort,Korttia,60.59058,25.58285,
Kortejoki,other,kortejok,Kortejoki,,,
Kortemäki,other,kortemäk,Kortemäki,62.55,28.98333,
Kortemuksessa,,kortemuks,Kortemuksessa,,,
Kortesjarvi,other,kortesjarv,Kortesjarvi,,,
Kortesjärvi,karelia,kortesjärv,Kortesjärvi,,,
Kortesjärvikk,other,kortesjärvik,Kortesjärvikk,,,
Kortesuo,karelia,kortesuo,Kortesuo,,,
Kortola,karelia,kortol,Kortola,,,
Kortosjärvi,other,kortosjärv,Kortosjärvi,,,
Kortteensalmi,karelia,kortteensalm,Kortteensalmi,,,
Kortteinen,other,korttein,Kortteinen,63.02461,28.65031,
Korvenkanta,other,korvenkan,Korvenkanta,61.18941,28.73764,
Korvenkylä,karelia,korvenkyl,Korvenkylä,,,
Korvenranta,other,korvenran,Korvenranta,,,
Korvensuu,other,korvensu,Korvensuu,60.68795,21.84715,
Kos,,kos,Kos,,,
Kosela,karelia,kosel,Kosela,60.57381,30.51556,
Koselankylä,karelia,koselankyl,Koselankylä,,,
Kosemkina,karelia,kosemk,Kosemkina,,,
Kosinhäntä,karelia,kosinhän,Kosinhäntä,,,
Koski,other,kosk,Koski,60.16667,23.3,
Koskela,karelia,koskel,Koskela,60.56667,27.85,
Koskelainen,other,koskelain,Koskelainen,,,
Kosken-pää,,kosken-p,Kosken-pää,,,
Koskenkartano,other,koskenkartano,Koskenkartano,,,
Koskenkorva,other,koskenkorv,Koskenkorva,62.63333,22.96667,
Koskenkorvakk,other,koskenkorvak,Koskenkorvakk,,,
Koskenkylä,other,koskenkyl,Koskenkylä,67.62991,26.26465,
Koskenmaa,other,koskenm,Koskenmaa,63.85,23.88333,
Koskenmylly,other,koskenmyly,Koskenmylly,61.33355,26.16516,
Koskenniska,other,koskennisk,Koskenniska,61.08079,26.20615,
Koskenoää,other,koskenoä,Koskenoää,,,
Koskenpaässä,,koskenpaä,Koskenpaässä,,,
Koskenpääas,other,koskenpääas,Koskenpääas,,,
Koskenpääkk,other,koskenpääk,Koskenpääkk,,,
Koskenpitäjä,other,koskenpitäj,Koskenpitäjä,,,
Koskensaari,other,koskensaar,Koskensaari,,,
Koski HI,other,koski h,Koski HI,,,
Koski TL,other,koski tl,Koski TL,60.65,23.15,
Koskias,other,koskias,Koskias,,,
Koskijärvi,karelia,koskijärv,Koskijärvi,,,
Koskikk,other,koskik,Koskikk,,,
Koskimäki,other,koskimäk,Koskimäki,62.71039,21.98742,
Koskonpää,other,koskonp,Koskonpää,,,
Koskt,other,koskt,Koskt,,,
Kosmajärvi,karelia,kosmajärv,Kosmajärvi,62.35518,35.02485,
Kosolti,other,kosolt,Kosolti,,,
Kostala,karelia,kostal,Kostala,,,
Kostamo,other,kostamo,Kostamo,66.79153,27.45833,
Kostamojärvi,karelia,kostamojärv,Kostamojärvellä,,,
Kostela,karelia,kostel,Kostela,,,
Kot,,kot,Kot,,,
Kotajärvi,karelia,kotajärv,Kotajärvi,62.61111,36.22548,
Kotala,other,kotal,Kotala,62.26504,24.03787,
Kotalahti,other,kotalaht,Kotalahti,62.55598,27.59672,
Köthenissä,,köthen,Köthenissä,,,
Kotila,other,kotil,Kotila,64.66198,27.91076,
Kotisjoki,other,kotisjok,Kotisjoki,,,
KotjÖrvi,other,kotjörv,KotjÖrvi,,,
Kotka,karelia,kotk,Kotka,,,
Kotka-,other,kotka-,Kotka-,60.58437,27.23052,
Kotkaas,other,kotkaas,Kotkaas,,,
Kotkaniemi,karelia,kotkaniem,Kotkaniemi,,,
Kotkankallio,other,kotkankalio,Kotkankallio,,,
Kotkanmlk,other,kotkanmlk,Kotkanmlk,,,
Kotkatjärvi,karelia,kotkatjärv,Kotkatjärvellä,,,
Kotola,,kotol,Kotola,60.62416,27.76365,
Kotterlahti,karelia,kotterlaht,Kotterlahti,60.35676,28.62436,
Kottilavaara,karelia,kottilavaar,Kottilavaara,,,
Koukkuniemi,other,koukkuniem,Koukkuniemi,60.15261,24.76467,
Koukomäki,other,koukomäk,Koukomäki,,,
Koukunjoki,other,koukunjok,Koukunjoki,,,
Koukunniemi,karelia,koukunniem,Koukunniemi,,,
Koukunperheasuu,other,koukunperheasu,Koukunperheasuu,,,
Koukunvaara,other,koukunvaar,Koukunvaara,,,
Koulunvv,other,koulunv,Koulunvv,,,
Koura,other,koura,Koura,62.71974,23.09718,
Koutaniemi,other,koutaniem,Koutaniemi,64.26458,27.57774,
Koutola,other,koutol,Koutola,,,
Kouvjoki,other,kouvjok,Kouvjoki,,,
Kouvoja,other,kouvo,Kouvoja,,,
Kouvola,karelia,kouvol,Kouvola,,,
Kouvolakk,other,kouvolak,Kouvolakk,,,
Kouvolassavv,other,kouvolassav,Kouvolassavv,,,
Kouvukylä,other,kouvukyl,Kouvukylä,,,
Kovaniemi,other,kovaniem,Kovaniemi,,,
Kovelahti,other,kovelaht,Kovelahti,61.90727,22.8399,
Kovelahti-,other,kovelahti-,Kovelahti-,,,
Koverilaja,karelia,koverilaj,Koverilaja,,,
Kovero,other,kovero,Kovero,62.54881,30.54377,
Kovesjoki,other,kovesjok,Kovesjoki,,,
Kovistella,,kovist,Kovistella,,,
Köyhkä,other,köyhk,Köyhkä,,,
Köyliö,other,köyliö,Köyliö,61.1191,22.30976,
Krääkkiö,other,krääkiö,Krääkkiö,61.237,23.39742,
Kräkölä,other,kräköl,Kräkölä,,,
kranaatin räjähdykseen,,kranaatin räjähdyks,kranaatin räjähdykseen,,,
Kranaby,other,kranaby,Kranaby,,,
Kreikka,other,kreik,Kreikka,,,
Krekilä,other,krekil,Krekilä,63.04061,22.10544,
Kristiina,other,krist,Kristiina,62.27429,21.37596,
Kristianstad,other,kristianstad,Kristianstad,,,
Kristiinakk,other,kristiinak,Kristiinakk,,,
Kristiinamlk,other,kristiinamlk,Kristiinamlk,,,
Kristiinankaupungin mlk,other,kristiinankaupungin mlk,Kristiinankaupungin mlk,,,
Kristiinankaupunki,other,kristiinankaupunk,Kristiinankaupunki,62.27429,21.37596,
Kristiinanpit,other,kristiinanp,Kristiinanpit,,,
Kristillisen,other,kristillis,Kristillisen,,,
Krivi,karelia,krivi,Krivi,,,
Krivussa,,krivu,Krivussa,,,
Kronoby,other,kronoby,Kronoby,63.66667,23.16667,
Kronstadissa,,kronstad,Kronstadissa,,,
Kruunby,other,kruunby,Kruunby,,,
Kruunkylä,other,kruunkyl,Kruunkylä,,,
Kruunuhaka,other,kruunuhak,Kruunuhaka,60.17174,24.9566,
Kruununkylä,other,kruununkyl,Kruununkylä,63.72859,23.03387,
Kruunupyy,other,kruunupyy,Kruunupyy,,,
Kruunupyyja,other,kruunupyyj,Kruunupyyja,,,
Kruunupyyas,other,kruunupyyas,Kruunupyyas,,,
Kruusila,other,kruusil,Kruusila,60.37394,23.46167,
Ku,,ku,Ku,,,
Ku ru,,ku ru,Ku ru,,,
Kubane,,kuban,Kubane,,,
Kubanits,karelia,kubanits,Kubanitsissa,,,
Kuggom,other,kuggom,Kuggom,60.49227,26.18977,
Kuh,,kuh,Kuh,,,
Kuhaa,other,kuha,Kuhaa,,,
Kuhaakk,other,kuhaak,Kuhaakk,,,
Kuhmalahti,other,kuhmalaht,Kuhmalahti,61.5,24.56667,
Kuhanlahti,other,kuhanlaht,Kuhanlahti,,,
Kuhilasvaara,karelia,kuhilasvaar,Kuhilasvaara,,,
Kuhkaa,karelia,kuhk,Kuhkaa,,,
Kuhmalahti-,other,kuhmalahti-,Kuhmalahti-,,,
Kuhmalahtikk,other,kuhmalahtik,Kuhmalahtikk,,,
Kuhmmoinen,other,kuhmmoin,Kuhmmoinen,,,
Kuhmo,other,kuhmo,Kuhmo,64.13333,29.51667,
Kuhmoinon,other,kuhmoino,Kuhmoinon,,,
Kuhmoinenkk,other,kuhmoinenk,Kuhmoinenkk,,,
Kuhmokk,other,kuhmok,Kuhmokk,,,
Kuhmola,other,kuhmol,Kuhmola,,,
Kuhmolahti,other,kuhmolaht,Kuhmolahti,,,
Kuhmoniemi,,kuhmoniem,Kuhmoniemi,,,
Kuiikka,other,kuiik,Kuiikka,,,
Kuikka,other,kuik,Kuikka,64.66667,27.66667,
Kuikassa,,kuika,Kuikassa,,,
Kuikankylä,other,kuikankyl,Kuikankylä,,,
Kuikkaniemi,karelia,kuikkaniem,Kuikkaniemi,64.53333,30.26667,
Kuirka,other,kuirk,Kuirka,,,
Kuitolankylä,other,kuitolankyl,Kuitolankylä,,,
Kuittinen,karelia,kuittin,Kuittinen,,,
Kuitu,karelia,kuitu,Kuitu,,,
Kuitula,other,kuitul,Kuitula,61.7494,26.51356,
Kuiva,,kuiva,Kuiva,,,
Kuivajärvi,other,kuivajärv,Kuivajärvi,64.64191,30.06251,
Kuivala,other,kuival,Kuivala,62.93333,24.65,
Kuivalahti,karelia,kuivalaht,Kuivalahti,61.72835,31.03483,
Kuivaniemi,karelia,kuivaniem,Kuivaniemi,,,
Kuivaniemias,other,kuivaniemias,Kuivaniemias,,,
Kuivanto,other,kuivanto,Kuivanto,60.87029,26.00092,
Kuivela,other,kuivel,Kuivela,,,
Kujala,other,kujal,Kujala,66.66667,27.48333,
Kukankoski,other,kukankosk,Kukankoski,,,
Kukkaro,other,kukkaro,Kukkaro,,,
Kukkaronkylä,karelia,kukkaronkyl,Kukkaronkylä,,,
Kukkaskallio,karelia,kukkaskalio,Kukkaskallio,,,
Kukkila,other,kukkil,Kukkila,61.04322,25.65315,
Kukkola,karelia,kukkol,Kukkola,60.48336,28.70813,
Kukkumäki,other,kukkumäk,Kukkumäki,60.17642,24.67558,
Kukko,other,kuko,Kukko,62.61875,24.75456,
Kukonharja,other,kukonharj,Kukonharja,61.06756,22.78192,
Kukonkylä,other,kukonkyl,Kukonkylä,62.79643,24.10949,
Kukonpohja,other,kukonpohj,Kukonpohja,,,
Kullaa,other,kul,Kullaa,61.46998,22.16145,
Kul laa,,kul l,Kul laa,,,
Kulaa,other,kula,Kulaa,,,
Kulennoinen,karelia,kulennoin,Kulennoinen,,,
Kuljala,other,kuljal,Kuljala,,,
Kuljettaja,other,kuljettaj,Kuljettaja,,,
Kulju,other,kulju,Kulju,64.48333,28.63333,
Kuljunkylä,other,kuljunkyl,Kuljunkylä,,,
Kullaakk,other,kullaak,Kullaakk,,,
Kullankukkula,other,kullankukkul,Kullankukkula,,,
Kullböle,other,kullböl,Kullböle,,,
Kullervo,other,kullervo,Kullervo,,,
Kulmala,karelia,kulmal,Kulmala,,,
Kulmalahti,other,kulmalaht,Kulmalahti,,,
Kuloinen,other,kuloin,Kuloinen,60.48307,22.19384,
Kulovesi,other,kulov,Kulovesi,61.48333,23.26667,
Kultaa,other,kult,Kultaa,,,
Kultainjoki,other,kultainjok,Kultainjoki,,,
Kultanummi,other,kultanu,Kultanummi,60.46001,22.37005,
Kultaranta,other,kultaran,Kultaranta,,,
Kultela,other,kultel,Kultela,60.63633,23.54959,
Kuluntalahti,other,kuluntalaht,Kuluntalahti,64.27021,27.85994,
Kumila,other,kumil,Kumila,60.73834,22.81095,
Kumiseva,other,kumisev,Kumiseva,,,
Kumlinge,,kumling,Kumlinge,,,
Kummunjoki,karelia,kummunjok,Kummunjoki,,,
Kummunkylä,karelia,kummunkyl,Kummunkylä,,,
Kumota,karelia,kumo,Kumota,,,
Kumoinen,other,kumoin,Kumoinen,,,
Kumokk,other,kumok,Kumokk,,,
Kumola,karelia,kumol,Kumola,61.43454,30.14751,
Kumolankylä,karelia,kumolankyl,Kumolankylä,,,
Kumpu,other,kumpu,Kumpu,61.77275,29.81843,
Kumpujärvi,other,kumpujärv,Kumpujärvi,,,
Kumpumäki,other,kumpumäk,Kumpumäki,63.724,27.05574,
Kumpuselkä,other,kumpuselk,Kumpuselkä,63.39276,26.17748,
Kumuri,karelia,kumur,Kumuri,61.90368,30.29411,
Kungasniemi,other,kungasniem,Kungasniemi,,,
Kuninkaankylä,other,kuninkaankyl,Kuninkaankylä,60.58741,26.44493,
Kuninkaanoja,other,kuninkaano,Kuninkaanoja,60.5,22.23306,
Kuninkaanristi,karelia,kuninkaanr,Kuninkaanristi,60.72115,29.80833,
Kuninkainen,other,kuninkain,Kuninkainen,60.2243,24.76755,
Kunksjärvi,,kunksjärv,Kunksjärvi,,,
Kunnalliskoti,other,kunnalliskot,Kunnalliskoti,,,
Kunnaria,other,kunnar,Kunnaria,,,
Kunnarilahti,other,kunnarilaht,Kunnarilahti,,,
Kunnas,other,kunnas,Kunnas,61.01667,25.83333,
Kunnasniemi,other,kunnasniem,Kunnasniemi,62.72965,29.62019,
Kuo,,kuo,Kuo,,,
Kuo pio,,kuo pio,Kuo pio,,,
Kuo-Ismajärvi,karelia,kuo-ismajärv,Kuo-Ismajärvi,,,
Kuohijoki,other,kuohijok,Kuohijoki,61.30177,24.80444,
Kuohmoinan,other,kuohmoin,Kuohmoinan,,,
Kuohu,other,kuohu,Kuohu,62.26695,25.45717,
Kuoiemajärvi,karelia,kuoiemajärv,Kuoiemajärvi,,,
Kuoiio,other,kuoiio,Kuoiio,,,
KuoJemajärvi,karelia,kuojemajärv,Kuojemajärvellä,,,
Kuokka,karelia,kuok,Kuokka,,,
Kuokkaia,karelia,kuokaia,Kuokkaia,,,
Kuokka la,,kuokka l,Kuokka la,,,
Kuokka-niemi,,kuokka-niem,Kuokka-niemi,,,
Kuokkaas,karelia,kuokkaas,Kuokkaas,,,
Kuokkakumpu,other,kuokkakumpu,Kuokkakumpu,,,
Kuokkanen,,kuokkan,Kuokkanen,,,
Kuokkastenkoski,other,kuokkastenkosk,Kuokkastenkoski,63.53927,28.95061,
Kuoksjärvi,karelia,kuoksjärv,Kuoksjärvi,,,
Kuola,other,kuola,Kuola,,,
Kuolajärvi,karelia,kuolajärv,Kuolajärvi,,,
Kuolamajärvi,karelia,kuolamajärv,Kuolamajärvellä,,,
Kuolanniemimaa,karelia,kuolanniemim,Kuolanniemimaa,,,
Kuolcmajarvi,karelia,kuolcmajarv,Kuolcmajarvi,,,
Kuolemaiärvi,karelia,kuolemaiärv,Kuolemaiärvi,,,
Kuolemajäivellä,,kuolemajäiv,Kuolemajäivellä,,,
Kuolemajäivi-,karelia,kuolemajäivi-,Kuolemajäivi-,,,
Kuolemajarvi,karelia,kuolemajarv,Kuolemajarvellä,,,
Kuolemajärvi,karelia,kuolemajärv,Kuolemajärvi,60.37527,28.9682,
Kuolemäjärvi,karelia,kuolemäjärv,Kuolemäjärvi,,,
Kuölemajärvi,karelia,kuölemajärv,Kuölemajärvi,,,
KuolemajärvelläPuol,,kuolemajärvelläpuol,KuolemajärvelläPuol,,,
Kuolemajärvias,karelia,kuolemajärvias,Kuolemajärvias,,,
Kuolemajärvikk,karelia,kuolemajärvik,Kuolemajärvikk,,,
Kuolemajätvi,karelia,kuolemajätv,Kuolemajätvi,,,
Kuolemajervi,karelia,kuolemajerv,Kuolemajervi,,,
Kuolemajörvi,karelia,kuolemajörv,Kuolemajörvi,,,
Kuolemalärvl,karelia,kuolemalärvl,Kuolemalärvl,,,
Kuolemejärvl,karelia,kuolemejärvl,Kuolemejärvl,,,
Kuolernajärvi,karelia,kuolernajärv,Kuolernajärvi,,,
Kuoli,,kuoli,Kuoli,,,
Kuolimaa,other,kuolim,Kuolimaa,61.0242,21.94694,
kuollut v,,kuollut v,kuollut v,,,
Kuolomajärvi,karelia,kuolomajärv,Kuolomajärvellä,,,
Kuolomanjärvi,karelia,kuolomanjärv,Kuolomanjärvi,,,
kuollut,,kuolu,kuollut,,,
Kuonane,,kuonan,Kuonane,,,
Kuonijoki,other,kuonijok,Kuonijoki,,,
Kuooio,other,kuooio,Kuooio,,,
Kuopi,,kuopi,Kuopi,,,
Kuopib,,kuopib,Kuopib,,,
Kuopidnmlk,other,kuopidnmlk,Kuopidnmlk,,,
Kuopio,karelia,kuopio,Kuopio,,,
Kuopio k,,kuopio k,Kuopio k,,,
Kuopio mlk,,kuopio mlk,Kuopio mlk,,,
Kuopionmlk,other,kuopionmlk,Kuopionmlk,,,
Kuopionlääni,other,kuopionl,Kuopionlääni,,,
Kuoppala,other,kuoppal,Kuoppala,63.23036,22.65189,
Kuopto,,kuopto,Kuopto,,,
Kuorita,other,kuor,Kuorita,,,
Kuore,,kuore,Kuore,,,
Kuorekoski,other,kuorekosk,Kuorekoski,63.22825,25.97109,
Kuorevesi,karelia,kuorev,Kuorevesi,,,
Kuorevaara,other,kuorevaar,Kuorevaara,64.03333,28.81667,
Kuorevesija,other,kuorevesij,Kuorevesija,,,
Kuorevesikk,other,kuorevesik,Kuorevesikk,,,
Kuorevevellä,,kuorevev,Kuorevevellä,,,
Kuorit,,kuori,Kuorit,,,
Kuorikoski,other,kuorikosk,Kuorikoski,63.22825,25.97109,
Kuoritsa,karelia,kuorits,Kuoritsa,,,
Kuorrovesi,other,kuorrov,Kuorrovesi,,,
